"Term","Participant.Code","Question_number","Question_text","Pre","Post"
"2024_1",27,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",2,2
"2024_1",27,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",27,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2024_1",27,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,4
"2024_1",27,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",3,4
"2024_1",27,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",3,4
"2024_1",27,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",27,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,4
"2024_1",28,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",3,4
"2024_1",28,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",4,5
"2024_1",28,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,5
"2024_1",28,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,5
"2024_1",28,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",4,5
"2024_1",28,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,5
"2024_1",28,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",4,5
"2024_1",28,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,5
"2024_1",28,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",4,4
"2024_1",28,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",4,4
"2024_1",28,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2024_1",28,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,4
"2024_1",28,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",4,5
"2024_1",28,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",3,4
"2024_1",28,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,3
"2024_1",28,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",5,5
"2024_1",28,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",5,5
"2024_1",28,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,5
"2024_1",28,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,5
"2024_1",28,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",28,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",28,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,4
"2024_1",29,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,4
"2024_1",29,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",4,3
"2024_1",29,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,4
"2024_1",29,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,4
"2024_1",29,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,3
"2024_1",29,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",5,5
"2024_1",29,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",5,3
"2024_1",29,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",3,3
"2024_1",29,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",4,4
"2024_1",29,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,3
"2024_1",29,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",5,5
"2024_1",29,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",5,4
"2024_1",29,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",5,5
"2024_1",29,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",4,4
"2024_1",29,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,4
"2024_1",29,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",29,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",3,2
"2024_1",29,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,4
"2024_1",29,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,3
"2024_1",29,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",29,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,3
"2024_1",29,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,4
"2024_1",30,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",5,5
"2024_1",30,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",5,5
"2024_1",30,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",5,5
"2024_1",30,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",5,5
"2024_1",30,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",5,5
"2024_1",30,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",5,5
"2024_1",30,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",5,5
"2024_1",30,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",5,5
"2024_1",30,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",5,5
"2024_1",30,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",5,5
"2024_1",30,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",5,5
"2024_1",30,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",5,5
"2024_1",30,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",4,5
"2024_1",30,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",5,5
"2024_1",30,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,2
"2024_1",30,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",5,5
"2024_1",30,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",5,5
"2024_1",30,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,5
"2024_1",30,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,5
"2024_1",30,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",5,5
"2024_1",30,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",5,5
"2024_1",30,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",5,5
"2024_1",19,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,4
"2024_1",19,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",4,4
"2024_1",19,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",5,4
"2024_1",19,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",5,4
"2024_1",19,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",4,4
"2024_1",19,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,4
"2024_1",19,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",3,4
"2024_1",19,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,5
"2024_1",19,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",5,4
"2024_1",19,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,4
"2024_1",19,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",5,4
"2024_1",19,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,5
"2024_1",19,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",4,4
"2024_1",19,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",4,4
"2024_1",19,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,4
"2024_1",19,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",5,5
"2024_1",19,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,5
"2024_1",19,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,4
"2024_1",19,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",19,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",5,5
"2024_1",19,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",5,5
"2024_1",19,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,4
"2024_1",14,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",3,3
"2024_1",14,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",3,3
"2024_1",14,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,4
"2024_1",14,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,4
"2024_1",14,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,3
"2024_1",14,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,4
"2024_1",14,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",4,4
"2024_1",14,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,4
"2024_1",14,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,3
"2024_1",14,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",2,3
"2024_1",14,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",4,4
"2024_1",14,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,5
"2024_1",14,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,3
"2024_1",14,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,4
"2024_1",14,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",2,3
"2024_1",14,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",14,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,5
"2024_1",14,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,5
"2024_1",14,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,5
"2024_1",14,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,5
"2024_1",14,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,5
"2024_1",14,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,3
"2024_1",31,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",2,3
"2024_1",31,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,3
"2024_1",31,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,4
"2024_1",31,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,4
"2024_1",31,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,4
"2024_1",31,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",2,3
"2024_1",31,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",2,3
"2024_1",31,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",2,3
"2024_1",31,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",2,2
"2024_1",31,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",1,2
"2024_1",31,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,3
"2024_1",31,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",2,3
"2024_1",31,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",1,2
"2024_1",31,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",1,3
"2024_1",31,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,2
"2024_1",31,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",31,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2024_1",31,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",31,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,5
"2024_1",31,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",31,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",3,4
"2024_1",31,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",2,3
